source target sign
USF2 GABBR1 +
USF2 FSHR -
USF2 PRKACA +
USF2 COL1A1 +
USF2 MXI1 +
USF2 MITF -
USF2 HGF +
USF2 TFF3 +
USF2 PDX1 +
USF2 PTGS2 +
USF2 MYOC -
USF2 TOP3A -
USF2 ACP5 -
USF2 MT1 -
USF2 FASN -
USF2 THRSP -
USF2 HOXB8 -
USF2 COX5B +
USF2 NOS2 -
USF2 SLC2A5 +
USF2 DFFB +
USF2 CITED1 +
USF2 CFH -
USF2 TNFRSF8 -
USF2 CEACAM2 -
USF2 POLA2 +
USF2 SPP1 +
USF2 RPS14 -
USF2 SPEG +
USF2 BDNF +
USF2 BMP4 +
USF2 OPRD1 -
USF2 ATP2A2 +
ELK4 FOS -
NR1D1 ARNTL -
CREB5 PDYN +
CREB5 NPY +
CREB5 MCL1 +
CREB5 CRH +
CREB5 BCL2 -
CREB5 BDNF -
CREB5 FOS -
CREB5 AQP2 -
CREB5 ARC -
CREB5 FOSB -
CREB5 PCNA +
FOXO3 RBL2 +
FOXO3 PCK1 -
FOXO3 BCL2L11 -
FOXO3 CDKN1B +
FOXO3 FASL +
FOXO3 G6PC2 +
FOXO3 PCK2 +
FOXO3 G6PC -
EGR3 SPINT1 -
EGR3 FASL -
EGR3 CTSL +
FOS VEGFC +
FOS CDK4 -
FOS MMP1B -
FOS MMP9 -
FOS FIGF +
FOS LOC640611 +
FOS VEGFB +
FOS PGF -
FOS MMP2 +
FOS VEGFA +
FOS TH -
FOS CCND1 -
FOS MMP1A -
ATF6B PDYN -
ATF6B NPY +
ATF6B MCL1 -
ATF6B CRH -
ATF6B BCL2 -
ATF6B BDNF +
ATF6B FOS -
ATF6B ARC -
ATF6B FOSB -
ATF6B PCNA +
JUNB IL12B +
CREB3L4 PDYN +
CREB3L4 NPY +
CREB3L4 CRH +
CREB3L4 FOS +
CREB3L4 AQP2 +
CREB3L4 MITF +
CREB3L4 MCL1 -
CREB3L4 BCL2 +
CREB3L4 BDNF +
CREB3L4 ARC -
CREB3L4 FOSB -
CREB3L4 PCNA +
FOXA2 PDX1 +
PDX1 NKX6-1 +
PDX1 HNF4A +
PDX1 NR5A2 -
PDX1 INS1 -
PDX1 INS2 +
SOS2 SPRED3 -
SOS2 CCND3 -
SOS2 SPRY2 +
SOS2 CCND2 -
SOS2 SPRY1 +
SOS2 SPRED1 +
SOS2 SPRY4 -
SOS2 BCL2L1 +
SOS2 SPRY3 +
SOS2 SPRED2 -
SOS2 CCND1 +
SOS2 MYC +
POU2F2 HMGB2 -
CREBBP LOC100042025 -
CREBBP TFRC -
CREBBP PFKFB2 -
CREBBP GAPDH -
CREBBP ANGPT2 -
CREBBP SLC2A1 +
CREBBP SERPINE1 -
CREBBP CDKN2B +
CREBBP GM5506 -
CREBBP LOC100048117 +
CREBBP MITF +
CREBBP HKDC1 -
CREBBP LTBR +
CREBBP PDK1 -
CREBBP VEGFC +
CREBBP ANGPT1 +
CREBBP ENO1 +
CREBBP EPO -
CREBBP NOS2 -
CREBBP ENO2 -
CREBBP ALDOA -
CREBBP VEGFA +
CREBBP BCL2 -
CREBBP TRF -
CREBBP FIGF -
CREBBP PFKFB3 +
CREBBP PGF -
CREBBP NOS3 +
CREBBP PFKFB1 -
CREBBP FASL +
CREBBP FLT1 +
CREBBP ENO3 +
CREBBP NPPA +
CREBBP ANGPT4 +
CREBBP HMOX1 -
CREBBP TIMP1 +
CREBBP CDKN1A +
CREBBP HK1 +
CREBBP PFKL +
CREBBP HK2 +
CREBBP VEGFB +
CREBBP EGF -
CREBBP EDN1 +
CREBBP CDKN1B -
CREBBP TEK -
CREBBP HK3 +
CREBBP PGK1 -
CREBBP PFKFB4 +
CREBBP LDHA +
NEUROG3 PAX4 +
NEUROG3 PAX6 +
NEUROG3 NKX2-2 -
NEUROG3 NEUROD1 +
EGR2 HOXA2 +
EGR2 SPINT1 +
EGR2 FAS -
EGR2 HOXB2 +
EGR2 CACNA1E -
EGR2 FASL +
EGR2 CTSL -
EGR2 DDX20 +
EGR2 HOXA4 -
HLF IKBKG -
HOXC8 CXCL10 -
HOXC8 SGPP1 -
HOXC8 PMP22 +
HOXC8 ELMO2 -
HOXC8 SRD5A2 +
HOXC8 LY6A +
HOXC8 EEF1B2 +
HOXC8 NCAM1 -
HOXC8 IL1R2 -
HOXC8 NQO1 -
HOXC8 ASS1 -
HOXC8 ANKRD1 +
HOXC8 SPP1 -
HOXC8 TUBB5 -
HOXC8 HES2 -
HOXC8 POU6F1 -
HOXC8 CCL2 +
HOXC8 PXMP2 +
HOXC8 CNN1 -
HOXC8 LY6C1 +
HOXC8 MSLN -
HOXC8 CCL7 +
HOXC8 A430106F12RIK -
HOXC8 GAS1 -
HOXC8 SMAD1 +
HOXC8 PCNA -
HOXC8 LY6F -
HOXC8 PLAGL1 -
HOXC8 KRT19 +
HOXC8 FZD2 -
HOXC8 SERPINF1 -
HOXC8 TAGLN -
HOXC8 SLC16A4 +
HOXC8 A930005N03RIK -
HOXC8 ADAM19 +
PAX2 RB1 -
PAX2 PAX5 -
PAX2 WNT1 +
PAX2 EN2 -
PAX2 SFRP2 +
PAX2 WT1 +
PAX2 GCG -
PAX2 CRHR1 +
BBC3 TRP53 -
RUNX1T1 CSF1R -
RUNX1T1 JUP +
ETS1 MYC -
ETS1 VWF +
ETS1 MMP14 +
ETS1 CSF2 -
ETS1 TAL1 +
ETS1 IL12B -
ETS1 NCDN -
ETS1 RNF11 -
ETS1 GATA1 -
ETS1 TIE1 -
ETS1 CD5 -
ETS1 PSEN1 +
ETS1 CDH5 -
ETS1 IGBP1 -
ETS1 PRF1 +
ETS1 WAP +
ETS1 PLAU +
ETS1 ANPEP +
ETS1 PRTN3 +
ETS1 PKD1 -
ETS1 IL3RA +
ETS1 B3GALT4 -
ETS1 SH2D1A -
ETS1 FLII -
ETS1 MAPK1 -
ETS1 MMP9 -
ETS1 ELAVL1 -
ETS1 CCL3 +
ETS1 RDH7 -
ETS1 PTGS2 +
ETS1 TCRA -
ETS1 ELANE -
ETS1 MMP2 +
ETS1 CAR5A -
ETS1 MMP13 +
ETS1 NR2F2 +
ETS1 CD79B +
ETS1 MEF2A +
ETS1 PF4 +
ETS1 SGPP1 -
ETS1 MMP3 +
ETS1 MAPK3 -
ETS1 THY1 +
ETS1 EBI3 -
ETS1 KIT +
ETS1 KRT18 -
ETS1 HBEGF -
ETS1 ZFP354C +
ETS1 EIF2AK2 +
ETS1 PTHLH +
ETS1 SPP1 -
ETS1 GGH -
ETS1 ITGAV -
ETS1 SRF -
ETS1 FLI1 +
ETS1 FCGRT -
ETS1 FGL2 -
ETS1 TNFRSF8 +
ETS1 TIMP1 +
ETS1 KRT8 +
ETS1 ITGB3 +
ETS1 MRC1 -
ETS1 TNFRSF10B -
ETS1 ATP2A3 +
ETS1 DNTT -
ETS1 TGFBR2 +
ETS1 PCYT1A +
ETS1 ITGA3 +
ETS1 NOL3 +
ETS1 KDR -
ETS1 ECM1 -
ETS1 OPRD1 +
CREB1 CACNA1S -
CREB1 SLC1A3 -
CREB1 NR3C1 +
CREB1 CHGB -
CREB1 ELAVL1 -
CREB1 RDH16 +
CREB1 DUSP1 +
CREB1 H2-AA +
CREB1 HGF +
CREB1 PLAU -
CREB1 STAT3 +
CREB1 CDK1 +
CREB1 PTGS2 -
CREB1 CEBPB +
CREB1 MYH10 +
CREB1 RARB +
CREB1 MAPK1 -
CREB1 KCNC1 -
CREB1 HFE +
CREB1 GZMB +
CREB1 CD74 +
CREB1 WISP1 -
CREB1 NRN1 +
CREB1 CRYAA +
CREB1 MCL1 -
CREB1 LTF -
CREB1 IL2 +
CREB1 CLIC4 -
CREB1 TRF +
CREB1 SFRP4 +
CREB1 GYG +
CREB1 REN1 +
CREB1 AQP2 +
CREB1 TGFB2 +
CREB1 H2-DMB2 -
CREB1 GALR1 -
CREB1 HSPA5 +
CREB1 H2-AB1 +
CREB1 H2-OA -
CREB1 CTF1 +
CREB1 MT3 +
CREB1 FOSB +
CREB1 NPY -
CREB1 IFT81 +
CREB1 CHGA -
CREB1 SLC5A5 +
CREB1 HMOX1 -
CREB1 PLAT +
CREB1 SFTPB +
CREB1 NR4A1 -
CREB1 ADCY8 -
CREB1 NTSR2 -
CREB1 FOS -
CREB1 PTGER2 -
CREB1 PPARA -
CREB1 GRIN2B +
CREB1 CEBPD -
CREB1 PDYN +
CREB1 H2-DMB1 +
CREB1 SLC6A4 +
CREB1 GFAP +
CREB1 H2-OB +
CREB1 YY1 -
CREB1 MET +
CREB1 JUN -
CREB1 SCG2 +
CREB1 MITF -
CREB1 THBS1 -
CREB1 H2-EA-PS +
CREB1 TH -
CREB1 SLC20A1 +
CREB1 IL6 -
CREB1 PER3 -
CREB1 PDHA2 -
CREB1 CREBBP -
CREB1 H2-EB1 -
CREB1 CCND1 -
CREB1 SLC29A1 -
CREB1 PER1 +
CREB1 GNRHR -
CREB1 BARX2 -
CREB1 BCL2 -
CREB1 BDNF +
CREB1 FST -
CREB1 BRCA1 -
CREB1 TCRA -
CREB1 OSGEP -
CREB1 BRCA2 +
CREB1 INHA -
CREB1 MYOD1 +
CREB1 HPGD -
CREB1 NF1 +
CREB1 CYP11A1 -
CREB1 H2-DMA +
CREB1 ARC +
CREB1 BDKRB1 -
CREB1 PENK -
CREB1 PCK1 -
CREB1 CRH +
CREB1 TNFRSF8 +
CREB1 CCND2 -
CREB1 DBH -
CREB1 PER2 +
CREB1 TGM1 +
CREB1 CD3D -
CREB1 MIF +
CREB1 NPR1 +
CREB1 ANXA1 -
CREB1 PCNA -
ONECUT1 PDX1 -
ONECUT1 NEUROG3 +
ONECUT1 HNF1B -
IFNG ICAM1 +
IFNG IDO2 +
IFNG IDO1 +
E2F3 CCNE2 +
E2F3 CCNE1 -
E2F4 MYC -
NR1H4 OSTA +
NR1H4 OSTB +
NR1H4 NR0B2 -
NR1H4 ABCB11 -
NR1H4 ABCB4 -
NR1H4 ABCC2 +
HOXA5 IGFBP1 -
HOXA5 NCAM1 -
HOXA5 PTX3 +
HOXA5 TH +
HOXA5 VIM -
HOXA5 HOXA5 -
GLI3 HHIP -
GLI3 GLI3 +
GLI3 WNT7A -
GLI3 WNT10A -
GLI3 WNT2 -
GLI3 WNT3A -
GLI3 WNT5A +
GLI3 WNT2B -
GLI3 PTCH1 +
GLI3 PTCH2 -
GLI3 WNT10B -
GLI3 WNT6 -
GLI3 WNT3 +
GLI3 GLI2 +
GLI3 SHH -
GLI3 WNT9B +
GLI3 WNT5B -
GLI3 GLI1 -
GLI3 WNT16 -
GLI3 WNT4 +
GLI3 MYF5 -
GLI3 WNT11 -
GLI3 FOXA2 +
GLI3 WNT9A -
GLI3 WNT1 +
GLI3 BMP4 -
GLI3 WNT7B +
GLI3 WNT8A +
GLI3 WNT8B +
GLI3 BMP2 -
HOXA10 CCNG2 -
HOXA10 CCNG1 -
SOS1 SPRED3 +
SOS1 CCND3 -
SOS1 SPRY2 -
SOS1 CCND2 -
SOS1 SPRY1 -
SOS1 SPRED1 -
SOS1 SPRY4 -
SOS1 BCL2L1 -
SOS1 SPRY3 +
SOS1 SPRED2 -
SOS1 CCND1 +
SOS1 MYC -
POU5F1 MMU-MIR-302A-3P +
POU5F1 MMU-MIR-302D-3P +
POU5F1 HMGB2 +
POU5F1 MMU-MIR-302B-3P +
POU5F1 MMU-MIR-302C-3P +
FOSB FOS -
FOSB NFKB1 -
FOSB CDK5 +
FOSB GRIA2 +
FOSB RELA +
HSF1 HSPA8 +
HSF1 HSPA1L +
HSF1 HSPA1A -
HSF1 HSPA1B +
HSF1 HSPA2 -
MYB RARG +
MYB RUNX2 +
MYB MYC +
MYB NRAS -
MYB HDC -
MYB ETF1 +
MYB CDKN2B +
MYB RAG2 +
MYB CD5 -
MYB GSTM1 -
MYB UCHL1 +
MYB ACTA2 +
MYB PLA2G4A +
MYB IGBP1 +
MYB ANPEP -
MYB CDK1 -
MYB PTGS2 -
MYB BAK1 +
MYB RARB -
MYB CREBBP -
MYB PTGS1 +
MYB IL3RA +
MYB ELANE -
MYB BCL2 +
MYB PDCD4 -
MYB DMTF1 +
MYB GSTM2 -
MYB CD4 -
MYB HHEX +
MYB FGF4 -
MYB RAF1 -
MYB EPO -
MYB ERF +
MYB KIT -
MYB PBSN -
MYB MPO -
MYB ST6GALNAC1 +
MYB SFTPA1 -
MYB SMARCC1 -
MYB EIF2AK2 +
MYB NOL3 +
MYB EPX -
MYB CCND2 -
MYB GATA1 -
MYB COL1A1 +
MYB TNFRSF10B +
MYB IGFBP5 -
MYB RARA +
MYB CDKN1B -
MYB UPP1 -
MYB EMR1 +
MYB PPIA -
MYB MAPK3 -
ETV4 SGPP1 -
ETV4 MMP3 +
ETV4 AGTR2 -
ETV4 MMP9 -
ETV4 SETD1A +
ETV4 RPL32 +
ETV4 T +
ETV4 CBX2 -
ETV4 FGFR3 -
ETV4 MADCAM1 +
ETV4 ZHX1 -
ETV4 CD5 +
ETV4 MMP13 +
ETV4 PSEN1 +
ETV4 GBA +
ETV4 PLAU +
ETV4 FGFR4 +
ETV4 CDK1 -
ETV4 SPP1 +
ETV4 BTK +
ETV4 BDKRB1 +
ETV4 VIM -
ETV4 SAT1 -
ETV4 GPX5 -
ETV4 FGFR2 -
ETV4 CCND2 +
ETV4 TIMP1 -
ETV4 HFE -
ETV4 KRT8 -
ETV4 MAN2B1 +
ETV4 FGFR1 -
ETV4 MMP2 -
ETV4 CAR5A +
ETV4 CRISP1 -
ETV4 LDB1 +
ETV4 SRF -
ETV4 SLC26A1 +
ETV4 PAX8 -
ETV4 PCNA +
PPARA SLC27A4 -
PPARA APOA2 -
PPARA UCP3 -
PPARA PDK4 +
PPARA SLC27A1 -
PPARA AURKAIP1 +
PPARA NFKBIA -
PPARA DHRS4 -
PPARA LPL -
PPARA FABP1 -
PPARA CPT2 -
PPARA ACAA1B +
PPARA CYP4A14 -
PPARA ACSBG1 +
PPARA CEBPB +
PPARA ACOX2 -
PPARA APOC3 +
PPARA SCD2 -
PPARA ACOX3 -
PPARA SLC22A1 -
PPARA ME1 -
PPARA CPT1B +
PPARA APOA5 -
PPARA CITED2 -
PPARA SCP2 -
PPARA MECR -
PPARA MTTP -
PPARA APOA1 -
PPARA ABCC2 +
PPARA NFKB1 +
PPARA ACSL3 -
PPARA NOX1 -
PPARA CYP4A32 -
PPARA MED1 -
PPARA CPT1C +
PPARA MMP3 +
PPARA ACSBG2 +
PPARA NR1H3 +
PPARA SCD4 -
PPARA ACSL5 -
PPARA CYP4A31 -
PPARA HSD11B1 -
PPARA CYP4A30B-PS -
PPARA HMGCS2 -
PPARA AIP -
PPARA ACOX1 -
PPARA ANGPTL4 +
PPARA EHHADH +
PPARA UCP1 -
PPARA DBI +
PPARA SCD3 -
PPARA HSP90AB1 -
PPARA CYP4A29-PS -
PPARA SCD1 +
PPARA PLTP +
PPARA CYP4A10 -
PPARA CPT1A -
PPARA CYP8B1 +
PPARA GATA3 -
PPARA ACSL1 -
PPARA ACADM -
PPARA SCARB1 +
PPARA CYP7A1 -
PPARA CYP4A12A -
PPARA ACSL6 +
PPARA APOB +
PPARA ACSL4 +
PPARA CYP4A12B +
PPARA ACAA1A -
PPARA FADS2 -
RXRB SLC27A4 +
RXRB APOA2 -
RXRB CPT2 -
RXRB CD36 +
RXRB SLC27A1 -
RXRB ANGPTL4 -
RXRB LPL -
RXRB ACADL +
RXRB FABP1 -
RXRB GYK +
RXRB ACAA1B -
RXRB CYP4A14 -
RXRB MMP1A +
RXRB PCK2 +
RXRB OLR1 +
RXRB PDPK1 -
RXRB UBC +
RXRB GK2 -
RXRB APOC3 -
RXRB SCD2 +
RXRB ACOX3 +
RXRB ME1 +
RXRB CPT1B +
RXRB APOA5 +
RXRB SCP2 +
RXRB ACSBG1 +
RXRB APOA1 -
RXRB ACSL3 +
RXRB SCD1 +
RXRB CYP4A32 -
RXRB CPT1C +
RXRB PLIN1 -
RXRB MMP1B +
RXRB ACSBG2 +
RXRB NR1H3 -
RXRB SCD4 -
RXRB ACSL5 -
RXRB CYP4A31 -
RXRB ACOX2 -
RXRB CYP4A30B-PS -
RXRB AQP7 +
RXRB HMGCS2 +
RXRB FABP3 -
RXRB ACOX1 +
RXRB FABP4 +
RXRB EHHADH +
RXRB UCP1 +
RXRB DBI -
RXRB SCD3 +
RXRB CYP4A29-PS +
RXRB PLTP -
RXRB CYP4A10 +
RXRB CPT1A +
RXRB ILK +
RXRB CYP8B1 -
RXRB ACSL4 +
RXRB ACSL1 -
RXRB PCK1 -
RXRB ACADM -
RXRB ADIPOQ +
RXRB CYP7A1 -
RXRB CYP4A12A -
RXRB ACSL6 -
RXRB SORBS1 +
RXRB CYP27A1 +
RXRB CYP4A12B -
RXRB ACAA1A -
RXRB FADS2 -
ESR2 ABCA1 +
PAX6 L1CAM -
PAX6 CRYGF -
PAX6 GCK -
PAX6 MMP9 +
PAX6 IAPP +
PAX6 CRYBB2 -
PAX6 CRYAA +
PAX6 INS1 +
PAX6 CRYBB1 +
PAX6 MITF +
PAX6 INS2 -
PAX6 TFF3 -
PAX6 PDX1 -
PAX6 PALM +
HDAC1 FOS -
NFYB CD74 +
NFYB H2-DMB2 -
NFYB H2-OA -
NFYB H2-DMB1 -
NFYB H2-EB1 +
NFYB H2-AB1 +
NFYB H2-AA +
NFYB H2-DMA +
NFYB H2-EA-PS -
NFYB H2-OB +
RELB TNFSF13B +
RELB MYB +
RELB LOC100862177 -
RELB CCL21A -
RELB CXCL2 +
RELB CD40 -
RELB GM1987 -
RELB CDKN1A +
RELB GM2023 +
RELB CXCL12 -
RELB RELB +
RELB GM10591 +
RELB LOC100041593 -
RELB CCL21C +
RELB CXCL1 -
RELB LOC100041504 +
RELB CCL19 +
RELB ICAM1 +
RELB GM13304 -
RELB AIRE -
RELB CCL21B +
SMAD1 COL5A1 +
SMAD1 ID2 -
SMAD1 ID1 -
SMAD1 ID4 -
SMAD1 ID3 +
PAX1 PRKAR1B +
PAX1 SLC22A6 -
PAX1 SLC22A8 +
PAX1 MMP21 -
MAPK9 IL1B -
MAPK9 IL6 -
MAPK9 SMAD4 -
MAPK9 IL18 +
MAPK9 IL12A -
MAPK9 JUN +
MAPK9 TNF -
MAPK9 IL23A +
MAPK9 IL12B -
MAPK9 IL1A -
MAPK9 NOS2 -
HOXA4 TH -
HOXA4 HOXA4 -
TFAP2A ATP10A +
TFAP2A RGN +
TFAP2A GLIS2 +
TFAP2A CACNA1E +
TFAP2A PTPRV +
TFAP2A DHX9 +
TFAP2A PSEN1 +
TFAP2A ITPR1 -
TFAP2A CKM +
TFAP2A HGF +
TFAP2A ERBB2 -
TFAP2A MAN2B1 +
TFAP2A NTHL1 -
TFAP2A PTGS2 -
TFAP2A PKD1 +
TFAP2A VEGFC -
TFAP2A PRDX3 +
TFAP2A H19 +
TFAP2A OAZ1 +
TFAP2A GM2A +
TFAP2A HFE -
TFAP2A MSX1 -
TFAP2A UGCG +
TFAP2A ABCB1A +
TFAP2A VEGFA -
TFAP2A CSRP2 +
TFAP2A CD24A -
TFAP2A PTX3 -
TFAP2A B4GALT1 -
TFAP2A GJA5 +
TFAP2A HSD17B1 +
TFAP2A PLK1 +
TFAP2A KIT -
TFAP2A MADCAM1 -
TFAP2A ATP2A2 -
TFAP2A MT3 +
TFAP2A FLI1 -
TFAP2A PRPH -
TFAP2A HSD17B2 -
TFAP2A UCP2 +
TFAP2A FOS +
TFAP2A CDKN1A +
TFAP2A SLC26A1 -
TFAP2A PDIA4 -
TFAP2A PLAT -
TFAP2A FST +
TFAP2A COL7A1 -
TFAP2A PTMA +
TFAP2A BFSP1 -
TFAP2A CKMT1 +
TFAP2A PTGER2 +
TFAP2A PPIA -
TFAP2A ABCB1B +
TFAP2A OPRD1 -
TFAP2A CSF2 -
TFAP2A MMP9 +
TFAP2A FGFR1 +
TFAP2A SLC6A4 +
TFAP2A GFAP -
TFAP2A PGGT1B +
TFAP2A FGFR3 -
TFAP2A ITGA7 -
TFAP2A TBXA2R +
TFAP2A CRYGC -
TFAP2A CTSL +
TFAP2A HPN -
TFAP2A TGFB3 -
TFAP2A LHCGR +
TFAP2A STAT3 +
TFAP2A IL13 -
TFAP2A APEX1 +
TFAP2A KCTD13 -
TFAP2A FBLN1 +
TFAP2A SLC29A1 -
TFAP2A FLII -
TFAP2A KRT10 +
TFAP2A MMP2 +
TFAP2A POMC +
TFAP2A NCAN +
TFAP2A SCD1 -
TFAP2A CDH1 +
TFAP2A PAX8 -
TFAP2A SYN2 +
TFAP2A HCK -
TFAP2A SPARC -
TFAP2A PKD2 -
TFAP2A GGT1 +
TFAP2A IL7R +
TFAP2A SDC4 -
TFAP2A IFNGR2 +
TFAP2A CLGN +
TFAP2A DLC1 -
TFAP2A HPGD +
TFAP2A CCL17 -
TFAP2A ABCD2 -
TFAP2A HTT -
TFAP2A MOGS +
TFAP2A SETD1A +
TFAP2A SAT1 -
TFAP2A KLF16 +
TFAP2A MYOD1 +
TFAP2A COL1A2 +
TFAP2A BGN +
TFAP2A CCND2 -
TFAP2A IL3RA +
TFAP2A BSG -
TFAP2A CITED1 +
TFAP2A VEGFB +
TFAP2A CEACAM2 -
TFAP2A IGFBP5 +
TFAP2A GPC3 -
TFAP2A LAMB3 -
TFAP2A CRX +
TFAP2A KDR -
TFAP2A MAPK3 -
TFAP2A SIGMAR1 -
MAPK8 IL1B +
MAPK8 IL6 -
MAPK8 SMAD4 -
MAPK8 IL18 -
MAPK8 IL12A -
MAPK8 JUN +
MAPK8 TNF +
MAPK8 IL23A +
MAPK8 IL12B +
MAPK8 IL1A -
MAPK8 NOS2 -
JUND IL4 +
JUND IL6 +
JUND SFTPB -
JUND JUN +
JUND TH +
JUND IL5 +
JUND PLAU -
TFDP1 CCNE2 +
TFDP1 CCNE1 -
TFDP1 MYC -
RBPJ CR2 -
RBPJ MYC -
RBPJ FGR +
RBPJ HES5 -
RBPJ FCER2A -
RBPJ PTCRA +
RBPJ HES1 +
NEUROD1 IAPP +
NEUROD1 INS2 -
NEUROD1 GCK -
NEUROD1 INS1 +
IRF5 TNF +
NFYC CD74 -
NFYC H2-DMB2 -
NFYC H2-OA -
NFYC H2-DMB1 +
NFYC H2-EB1 +
NFYC H2-AB1 -
NFYC H2-AA +
NFYC H2-DMA -
NFYC H2-EA-PS -
NFYC H2-OB +
STAT1 CXCL10 +
STAT1 NOS2 -
STAT1 PFKP -
STAT1 CIITA -
STAT1 MYC +
STAT1 PPARG -
STAT1 SOCS4 +
STAT1 FIGF +
STAT1 CASP4 -
STAT1 SOCS2 -
STAT1 MT1 -
STAT1 PGF +
STAT1 CXCL11 -
STAT1 SOCS3 +
STAT1 IL2RA +
STAT1 SOCS1 -
STAT1 CCND1 -
STAT1 SOCS5 -
STAT1 NKX2-1 -
STAT1 KRTAP15 -
STAT1 VEGFC +
STAT1 FAS -
STAT1 SOCS7 -
STAT1 MAPK1 -
STAT1 TNFRSF8 -
STAT1 CCND2 +
STAT1 CXCL9 -
STAT1 GBP5 -
STAT1 PIM1 +
STAT1 CCND3 -
STAT1 VEGFB -
STAT1 BCL6 -
STAT1 SCGB1A1 -
STAT1 VEGFA -
STAT1 MYD88 -
STAT1 PIK3R1 -
STAT1 SHH +
NFIC RUNX2 +
NFIC GABRA6 +
NFIC IL5 +
NFIC SKI +
NFIC FOS -
NFIC MDH2 +
NFIC SLC2A4 -
NFIC PKLR -
NFIC CRYGC +
NFIC HGF +
NFIC WAP +
NFIC AFP +
NFIC B4GALT1 +
NFIC MBP -
NFIC APOC3 +
NFIC HTR3A +
NFIC COL1A2 +
NFIC LDHC -
NFIC CYP2A5 +
NFIC TRP53-PS -
NFIC HBB-B1 +
NFIC MYH11 -
NFIC SLC2A8 -
NFIC PAH -
NFIC APOA1 -
NFIC POMC -
NFIC IGFBP5 -
NFIC AKR1B7 -
NFIC CLU +
NFIC HMGA2 -
NFIC PRG2 -
NFIC ADA +
NFIC NCAM1 -
NFIC SKIV2L +
NFIC PKD2 +
NFIC NR1H3 -
NFIC GFAP -
NFIC ALB -
NFIC MDH1 +
NFIC IFNGR2 +
NFIC COL2A1 -
NFIC SFTPC +
NFIC MYOG -
NFIC OMP +
NFIC MT3 +
NFIC NEFM -
NFIC CCL2 -
NFIC FCGRT +
NFIC MT1 -
NFIC GPAM -
NFIC TNC +
NFIC LCN8 +
NFIC CYP1A1 +
NFIC COL1A1 +
NFIC PLAT +
NFIC SFTPB -
NFIC F7 -
NFIC SOD2 -
NFIC CSF1 -
NFIC PRL3D1 -
NFIC SGCA +
NFIC MAPK3 -
HOXB2 PHOX2B +
ESR1 GRIN2D +
ESR1 NOTCH1 +
ESR1 TNFRSF11B +
ESR1 TNFSF11 -
ESR1 GAL -
ESR1 GGTA1 +
ESR1 CALB1 -
ESR1 RDH16 -
ESR1 SLC8A1 +
ESR1 PRKCA +
ESR1 MOGS -
ESR1 HGF +
ESR1 MET +
ESR1 GRIP1 +
ESR1 NCOA2 -
ESR1 APOE -
ESR1 NR0B2 +
ESR1 H19 +
ESR1 MDM2 -
ESR1 PGR +
ESR1 MMU-MIR-375-3P +
ESR1 NOS2 +
ESR1 LGALS12 +
ESR1 JAG1 -
ESR1 CSK -
ESR1 TRPV5 +
ESR1 EGR1 +
ESR1 PRL +
ESR1 ABCA1 +
ESR1 ISL1 +
ESR1 LTF +
ESR1 AVP +
ESR1 ATP2B1 +
ESR1 BMP2 +
FLI1 CEBPA +
TAL1 RNF41 -
TAL1 LMO2 +
TAL1 EPB4.2 +
TAL1 KDR +
TAL1 CSNK2A1 +
FOXO1 PCK1 +
FOXO1 G6PC +
FOXO1 FBP2 +
FOXO1 G6PC2 -
FOXO1 PCK2 -
FOXO1 FBP1 -
RFX5 CD74 +
RFX5 H2-DMB2 -
RFX5 H2-OA -
RFX5 H2-DMB1 +
RFX5 H2-EB1 +
RFX5 H2-AB1 -
RFX5 H2-AA -
RFX5 H2-DMA -
RFX5 H2-EA-PS -
RFX5 H2-OB +
RBL1 MYC +
SMAD5 ID2 +
SMAD5 ID1 -
SMAD5 ID4 -
SMAD5 ID3 +
CEBPG IL10 +
CEBPG IL6 -
CEBPG RETN -
CEBPG CSF3 +
HOXC6 NCAM1 +
NR0B2 SLCO1B2 -
NR0B2 SLC10A1 -
NR0B2 SLCO1A1 +
NR0B2 CYP7A1 -
NR0B2 SLCO1A4 +
NR0B2 SLCO1A6 -
NR0B2 SLCO1A5 -
SIRT1 FOS +
LEF1 FOSL1 -
LEF1 PPARD +
LEF1 JUN -
LEF1 MYC -
LEF1 MITF +
LEF1 CCND2 -
LEF1 BIRC5 +
LEF1 CCND3 +
LEF1 CCND1 -
LEF1 MMP7 +
LEF1 RAG2 -
RFXAP CD74 +
RFXAP H2-DMB2 -
RFXAP H2-OA -
RFXAP H2-DMB1 +
RFXAP H2-EB1 -
RFXAP H2-AB1 -
RFXAP H2-AA -
RFXAP H2-DMA -
RFXAP H2-EA-PS +
RFXAP H2-OB +
IRF8 IL12B +
IRF8 IL12A -
NFAT5 TNF +
HNF1A HNF4A -
HNF1A MMU-MIR-194-5P +
HNF1A FOXA3 -
HNF1A HNF4G -
RUNX1 CSF1R +
RUNX1 JUP +
PGR ABCB1B +
CEBPD IL10 -
CEBPD SAA3 +
CEBPD PPARG -
CEBPD SCGB1A1 +
CEBPD C3 +
CEBPD PTGS2 +
ZBTB16 CCNA1 +
ZBTB16 JUP -
E2F5 MYC -
MAPK10 IL1B -
MAPK10 IL6 -
MAPK10 SMAD4 -
MAPK10 IL18 -
MAPK10 IL12A -
MAPK10 JUN +
MAPK10 TNF -
MAPK10 IL23A +
MAPK10 IL12B +
MAPK10 IL1A +
MAPK10 NOS2 -
TCF7L1 PPARD +
